data,date
0.015,2016/7/1 2:17
0.01,2016/7/1 2:17
0,2016/7/1 2:17
-0.01,2016/7/1 2:17
-0.01,2016/7/1 2:17
-0.005,2016/7/1 2:17
0.005,2016/7/1 2:17
0.02,2016/7/1 2:17
0.035,2016/7/1 2:17
0.05,2016/7/1 2:17
0.06,2016/7/1 2:18
0.065,2016/7/1 2:18
0.06,2016/7/1 2:18
0.055,2016/7/1 2:18
0.05,2016/7/1 2:18
0.045,2016/7/1 2:18
0.045,2016/7/1 2:18
0.05,2016/7/1 2:18
0.055,2016/7/1 2:18
0.07,2016/7/1 2:18
0.08,2016/7/1 2:18
0.09,2016/7/1 2:18
0.1,2016/7/1 2:18
0.1,2016/7/1 2:18
0.1,2016/7/1 2:18
0.105,2016/7/1 2:18
0.11,2016/7/1 2:18
0.115,2016/7/1 2:18
0.13,2016/7/1 2:18
0.145,2016/7/1 2:18
0.16,2016/7/1 2:18
0.17,2016/7/1 2:18
0.175,2016/7/1 2:18
0.175,2016/7/1 2:18
0.165,2016/7/1 2:18
0.16,2016/7/1 2:18
0.15,2016/7/1 2:18
0.145,2016/7/1 2:18
0.15,2016/7/1 2:18
0.155,2016/7/1 2:18
0.17,2016/7/1 2:18
0.18,2016/7/1 2:18
0.195,2016/7/1 2:18
0.2,2016/7/1 2:18
0.2,2016/7/1 2:18
0.195,2016/7/1 2:18
0.185,2016/7/1 2:18
0.17,2016/7/1 2:18
0.155,2016/7/1 2:18
0.145,2016/7/1 2:18
0.13,2016/7/1 2:18
0.125,2016/7/1 2:18
0.115,2016/7/1 2:18
0.11,2016/7/1 2:18
0.105,2016/7/1 2:18
0.095,2016/7/1 2:18
0.085,2016/7/1 2:18
0.075,2016/7/1 2:18
0.06,2016/7/1 2:18
0.05,2016/7/1 2:18
0.04,2016/7/1 2:18
0.03,2016/7/1 2:18
0.02,2016/7/1 2:18
0.015,2016/7/1 2:18
0.01,2016/7/1 2:18
0.005,2016/7/1 2:18
0,2016/7/1 2:18
0,2016/7/1 2:18
-0.005,2016/7/1 2:18
-0.015,2016/7/1 2:18
-0.02,2016/7/1 2:19
-0.03,2016/7/1 2:19
-0.04,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.07,2016/7/1 2:19
-0.075,2016/7/1 2:19
-0.075,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.085,2016/7/1 2:19
-0.085,2016/7/1 2:19
-0.085,2016/7/1 2:19
-0.085,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.07,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.045,2016/7/1 2:19
-0.045,2016/7/1 2:19
-0.045,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.07,2016/7/1 2:19
-0.075,2016/7/1 2:19
-0.08,2016/7/1 2:19
-0.075,2016/7/1 2:19
-0.07,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.065,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.06,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.05,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.055,2016/7/1 2:19
-0.06,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.055,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.03,2016/7/1 2:20
-0.025,2016/7/1 2:20
-0.025,2016/7/1 2:20
-0.03,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.055,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.055,2016/7/1 2:20
-0.055,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.055,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.065,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.04,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.03,2016/7/1 2:20
-0.03,2016/7/1 2:20
-0.035,2016/7/1 2:20
-0.045,2016/7/1 2:20
-0.05,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.06,2016/7/1 2:20
-0.06,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.06,2016/7/1 2:21
-0.06,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.03,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.06,2016/7/1 2:21
-0.065,2016/7/1 2:21
-0.06,2016/7/1 2:21
-0.06,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.055,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.04,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.05,2016/7/1 2:21
-0.045,2016/7/1 2:21
-0.035,2016/7/1 2:21
-0.025,2016/7/1 2:21
-0.02,2016/7/1 2:22
-0.01,2016/7/1 2:22
0,2016/7/1 2:22
0.005,2016/7/1 2:22
0.005,2016/7/1 2:22
0.005,2016/7/1 2:22
0.005,2016/7/1 2:22
0.005,2016/7/1 2:22
0.005,2016/7/1 2:22
0.01,2016/7/1 2:22
0.01,2016/7/1 2:22
0.01,2016/7/1 2:22
0.015,2016/7/1 2:22
0.015,2016/7/1 2:22
0.015,2016/7/1 2:22
0.01,2016/7/1 2:22
0.005,2016/7/1 2:22
0,2016/7/1 2:22
-0.01,2016/7/1 2:22
-0.015,2016/7/1 2:22
-0.025,2016/7/1 2:22
-0.03,2016/7/1 2:22
-0.035,2016/7/1 2:22
-0.035,2016/7/1 2:22
-0.035,2016/7/1 2:22
-0.035,2016/7/1 2:22
-0.04,2016/7/1 2:22
-0.04,2016/7/1 2:22
-0.045,2016/7/1 2:22
-0.05,2016/7/1 2:22
-0.06,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.08,2016/7/1 2:22
-0.08,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.075,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.06,2016/7/1 2:22
-0.06,2016/7/1 2:22
-0.06,2016/7/1 2:22
-0.06,2016/7/1 2:22
-0.065,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.07,2016/7/1 2:22
-0.065,2016/7/1 2:22
